"Notes"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age"	"Age Code"	"Gender"	"Gender Code"	Population
	"1997"	"1997"	"7 years"	"7"	"Male"	"M"	2117903
	"1997"	"1997"	"8 years"	"8"	"Female"	"F"	1921513
	"1997"	"1997"	"8 years"	"8"	"Male"	"M"	2017297
	"1997"	"1997"	"9 years"	"9"	"Female"	"F"	1929351
	"1997"	"1997"	"9 years"	"9"	"Male"	"M"	2026480
	"1997"	"1997"	"10 years"	"10"	"Female"	"F"	1930809
	"1997"	"1997"	"10 years"	"10"	"Male"	"M"	2030389
	"1997"	"1997"	"11 years"	"11"	"Female"	"F"	1914746
	"1997"	"1997"	"11 years"	"11"	"Male"	"M"	2011131
	"1997"	"1997"	"12 years"	"12"	"Female"	"F"	1921150
	"1997"	"1997"	"12 years"	"12"	"Male"	"M"	2016210
	"1997"	"1997"	"13 years"	"13"	"Female"	"F"	1871047
	"1997"	"1997"	"13 years"	"13"	"Male"	"M"	1963920
	"1997"	"1997"	"14 years"	"14"	"Female"	"F"	1919602
	"1997"	"1997"	"14 years"	"14"	"Male"	"M"	2021693
	"1997"	"1997"	"15 years"	"15"	"Female"	"F"	1935982
	"1997"	"1997"	"15 years"	"15"	"Male"	"M"	2048685
	"1997"	"1997"	"16 years"	"16"	"Female"	"F"	1892807
	"1997"	"1997"	"16 years"	"16"	"Male"	"M"	2015138
	"1997"	"1997"	"17 years"	"17"	"Female"	"F"	1903130
	"1997"	"1997"	"17 years"	"17"	"Male"	"M"	2037595
	"1997"	"1997"	"18 years"	"18"	"Female"	"F"	1836601
	"1997"	"1997"	"18 years"	"18"	"Male"	"M"	1936622
	"1997"	"1997"	"19 years"	"19"	"Female"	"F"	1856646
	"1997"	"1997"	"19 years"	"19"	"Male"	"M"	1934485
	"1997"	"1997"	"20 years"	"20"	"Female"	"F"	1838771
	"1997"	"1997"	"20 years"	"20"	"Male"	"M"	1926510
	"1997"	"1997"	"21 years"	"21"	"Female"	"F"	1736573
	"1997"	"1997"	"21 years"	"21"	"Male"	"M"	1817976
	"1997"	"1997"	"22 years"	"22"	"Female"	"F"	1733740
	"1997"	"1997"	"22 years"	"22"	"Male"	"M"	1806961
	"1997"	"1997"	"23 years"	"23"	"Female"	"F"	1701900
	"1997"	"1997"	"23 years"	"23"	"Male"	"M"	1761210
	"1997"	"1997"	"24 years"	"24"	"Female"	"F"	1769946
	"1997"	"1997"	"24 years"	"24"	"Male"	"M"	1816489
	"1997"	"1997"	"25 years"	"25"	"Female"	"F"	1905811
	"1997"	"1997"	"25 years"	"25"	"Male"	"M"	1950717
	"1997"	"1997"	"26 years"	"26"	"Female"	"F"	2023255
	"1997"	"1997"	"26 years"	"26"	"Male"	"M"	2040314
	"1997"	"1997"	"27 years"	"27"	"Female"	"F"	2043160
	"1997"	"1997"	"27 years"	"27"	"Male"	"M"	2067574
	"1997"	"1997"	"28 years"	"28"	"Female"	"F"	1939616
	"1997"	"1997"	"28 years"	"28"	"Male"	"M"	1968513
	"1997"	"1997"	"29 years"	"29"	"Female"	"F"	1967210
	"1997"	"1997"	"29 years"	"29"	"Male"	"M"	1992870
	"1997"	"1997"	"30 years"	"30"	"Female"	"F"	2040676
	"1997"	"1997"	"30 years"	"30"	"Male"	"M"	2071568
	"1997"	"1997"	"31 years"	"31"	"Female"	"F"	2020569
	"1997"	"1997"	"31 years"	"31"	"Male"	"M"	2031679
	"1997"	"1997"	"32 years"	"32"	"Female"	"F"	2151727
	"1997"	"1997"	"32 years"	"32"	"Male"	"M"	2160404
	"1997"	"1997"	"33 years"	"33"	"Female"	"F"	2203422
	"1997"	"1997"	"33 years"	"33"	"Male"	"M"	2205986
	"1997"	"1997"	"34 years"	"34"	"Female"	"F"	2273337
	"1997"	"1997"	"34 years"	"34"	"Male"	"M"	2286555
	"1997"	"1997"	"35 years"	"35"	"Female"	"F"	2344978
	"1997"	"1997"	"35 years"	"35"	"Male"	"M"	2361320
	"1997"	"1997"	"36 years"	"36"	"Female"	"F"	2306431
	"1997"	"1997"	"36 years"	"36"	"Male"	"M"	2284259
	"1997"	"1997"	"37 years"	"37"	"Female"	"F"	2306750
	"1997"	"1997"	"37 years"	"37"	"Male"	"M"	2290267
	"1997"	"1997"	"38 years"	"38"	"Female"	"F"	2225485
	"1997"	"1997"	"38 years"	"38"	"Male"	"M"	2198250
	"1997"	"1997"	"39 years"	"39"	"Female"	"F"	2306352
	"1997"	"1997"	"39 years"	"39"	"Male"	"M"	2279529
	"1997"	"1997"	"40 years"	"40"	"Female"	"F"	2321879
	"1997"	"1997"	"40 years"	"40"	"Male"	"M"	2303349
	"1997"	"1997"	"41 years"	"41"	"Female"	"F"	2159598
	"1997"	"1997"	"41 years"	"41"	"Male"	"M"	2108927
	"1997"	"1997"	"42 years"	"42"	"Female"	"F"	2157438
	"1997"	"1997"	"42 years"	"42"	"Male"	"M"	2116043
	"1997"	"1997"	"43 years"	"43"	"Female"	"F"	2092826
	"1997"	"1997"	"43 years"	"43"	"Male"	"M"	2027293
	"1997"	"1997"	"44 years"	"44"	"Female"	"F"	2044541
	"1997"	"1997"	"44 years"	"44"	"Male"	"M"	1992900
	"1997"	"1997"	"45 years"	"45"	"Female"	"F"	2029900
	"1997"	"1997"	"45 years"	"45"	"Male"	"M"	1981054
	"1997"	"1997"	"46 years"	"46"	"Female"	"F"	1894521
	"1997"	"1997"	"46 years"	"46"	"Male"	"M"	1826672
	"1997"	"1997"	"47 years"	"47"	"Female"	"F"	1892182
	"1997"	"1997"	"47 years"	"47"	"Male"	"M"	1825784
	"1997"	"1997"	"48 years"	"48"	"Female"	"F"	1813024
	"1997"	"1997"	"48 years"	"48"	"Male"	"M"	1741130
	"1997"	"1997"	"49 years"	"49"	"Female"	"F"	1876370
	"1997"	"1997"	"49 years"	"49"	"Male"	"M"	1806003
	"1997"	"1997"	"50 years"	"50"	"Female"	"F"	2023935
	"1997"	"1997"	"50 years"	"50"	"Male"	"M"	1960732
	"1997"	"1997"	"51 years"	"51"	"Female"	"F"	1427330
	"1997"	"1997"	"51 years"	"51"	"Male"	"M"	1359691
	"1997"	"1997"	"52 years"	"52"	"Female"	"F"	1462229
	"1997"	"1997"	"52 years"	"52"	"Male"	"M"	1394515
	"1997"	"1997"	"53 years"	"53"	"Female"	"F"	1454322
	"1997"	"1997"	"53 years"	"53"	"Male"	"M"	1376890
	"1997"	"1997"	"54 years"	"54"	"Female"	"F"	1553882
	"1997"	"1997"	"54 years"	"54"	"Male"	"M"	1477342
	"1997"	"1997"	"55 years"	"55"	"Female"	"F"	1344377
	"1997"	"1997"	"55 years"	"55"	"Male"	"M"	1266768
	"1997"	"1997"	"56 years"	"56"	"Female"	"F"	1261292
	"1997"	"1997"	"56 years"	"56"	"Male"	"M"	1178562
	"1997"	"1997"	"57 years"	"57"	"Female"	"F"	1214742
	"1997"	"1997"	"57 years"	"57"	"Male"	"M"	1126878
	"1997"	"1997"	"58 years"	"58"	"Female"	"F"	1174567
	"1997"	"1997"	"58 years"	"58"	"Male"	"M"	1085651
	"1997"	"1997"	"59 years"	"59"	"Female"	"F"	1173507
	"1997"	"1997"	"59 years"	"59"	"Male"	"M"	1078743
	"1997"	"1997"	"60 years"	"60"	"Female"	"F"	1124123
	"1997"	"1997"	"60 years"	"60"	"Male"	"M"	1024254
	"1997"	"1997"	"61 years"	"61"	"Female"	"F"	1075702
	"1997"	"1997"	"61 years"	"61"	"Male"	"M"	977054
	"1997"	"1997"	"62 years"	"62"	"Female"	"F"	1095441
	"1997"	"1997"	"62 years"	"62"	"Male"	"M"	988973
	"1997"	"1997"	"63 years"	"63"	"Female"	"F"	1027288
	"1997"	"1997"	"63 years"	"63"	"Male"	"M"	921282
	"1997"	"1997"	"64 years"	"64"	"Female"	"F"	1043732
	"1997"	"1997"	"64 years"	"64"	"Male"	"M"	916375
	"1997"	"1997"	"65 years"	"65"	"Female"	"F"	1048021
	"1997"	"1997"	"65 years"	"65"	"Male"	"M"	905461
	"1997"	"1997"	"66 years"	"66"	"Female"	"F"	1084926
	"1997"	"1997"	"66 years"	"66"	"Male"	"M"	925782
	"1997"	"1997"	"67 years"	"67"	"Female"	"F"	1088486
	"1997"	"1997"	"67 years"	"67"	"Male"	"M"	932324
	"1997"	"1997"	"68 years"	"68"	"Female"	"F"	1044523
	"1997"	"1997"	"68 years"	"68"	"Male"	"M"	876187
	"1997"	"1997"	"69 years"	"69"	"Female"	"F"	1068100
	"1997"	"1997"	"69 years"	"69"	"Male"	"M"	876020
	"1997"	"1997"	"70 years"	"70"	"Female"	"F"	1052228
	"1997"	"1997"	"70 years"	"70"	"Male"	"M"	830318
	"1997"	"1997"	"71 years"	"71"	"Female"	"F"	998517
	"1997"	"1997"	"71 years"	"71"	"Male"	"M"	782986
	"1997"	"1997"	"72 years"	"72"	"Female"	"F"	1002775
	"1997"	"1997"	"72 years"	"72"	"Male"	"M"	773225
	"1997"	"1997"	"73 years"	"73"	"Female"	"F"	980858
	"1997"	"1997"	"73 years"	"73"	"Male"	"M"	747709
	"1997"	"1997"	"74 years"	"74"	"Female"	"F"	957708
	"1997"	"1997"	"74 years"	"74"	"Male"	"M"	707720
	"1997"	"1997"	"75 years"	"75"	"Female"	"F"	956925
	"1997"	"1997"	"75 years"	"75"	"Male"	"M"	695217
	"1997"	"1997"	"76 years"	"76"	"Female"	"F"	908028
	"1997"	"1997"	"76 years"	"76"	"Male"	"M"	648018
	"1997"	"1997"	"77 years"	"77"	"Female"	"F"	825996
	"1997"	"1997"	"77 years"	"77"	"Male"	"M"	569479
	"1997"	"1997"	"78 years"	"78"	"Female"	"F"	780377
	"1997"	"1997"	"78 years"	"78"	"Male"	"M"	516594
	"1997"	"1997"	"79 years"	"79"	"Female"	"F"	734057
	"1997"	"1997"	"79 years"	"79"	"Male"	"M"	464139
	"1997"	"1997"	"80 years"	"80"	"Female"	"F"	698429
	"1997"	"1997"	"80 years"	"80"	"Male"	"M"	432483
	"1997"	"1997"	"81 years"	"81"	"Female"	"F"	638842
	"1997"	"1997"	"81 years"	"81"	"Male"	"M"	380030
	"1997"	"1997"	"82 years"	"82"	"Female"	"F"	604574
	"1997"	"1997"	"82 years"	"82"	"Male"	"M"	347292
	"1997"	"1997"	"83 years"	"83"	"Female"	"F"	551511
	"1997"	"1997"	"83 years"	"83"	"Male"	"M"	294771
	"1997"	"1997"	"84 years"	"84"	"Female"	"F"	508158
	"1997"	"1997"	"84 years"	"84"	"Male"	"M"	257291
	"1997"	"1997"	"85+ years"	"85+"	"Female"	"F"	2805297
	"1997"	"1997"	"85+ years"	"85+"	"Male"	"M"	1100179
	"1998"	"1998"	"< 1 year"	"0"	"Female"	"F"	1834445
	"1998"	"1998"	"< 1 year"	"0"	"Male"	"M"	1928364
	"1998"	"1998"	"1 year"	"1"	"Female"	"F"	1842747
	"1998"	"1998"	"1 year"	"1"	"Male"	"M"	1925689
	"1998"	"1998"	"2 years"	"2"	"Female"	"F"	1842481
	"1998"	"1998"	"2 years"	"2"	"Male"	"M"	1927783
	"1998"	"1998"	"3 years"	"3"	"Female"	"F"	1886654
	"1998"	"1998"	"3 years"	"3"	"Male"	"M"	1976379
	"1998"	"1998"	"4 years"	"4"	"Female"	"F"	1941603
	"1998"	"1998"	"4 years"	"4"	"Male"	"M"	2038778
	"1998"	"1998"	"5 years"	"5"	"Female"	"F"	1969808
	"1998"	"1998"	"5 years"	"5"	"Male"	"M"	2072627
	"1998"	"1998"	"6 years"	"6"	"Female"	"F"	2007320
	"1998"	"1998"	"6 years"	"6"	"Male"	"M"	2100492
	"1998"	"1998"	"7 years"	"7"	"Female"	"F"	2035798
	"1998"	"1998"	"7 years"	"7"	"Male"	"M"	2133781
	"1998"	"1998"	"8 years"	"8"	"Female"	"F"	2012881
	"1998"	"1998"	"8 years"	"8"	"Male"	"M"	2114161
	"1998"	"1998"	"9 years"	"9"	"Female"	"F"	1980729
	"1998"	"1998"	"9 years"	"9"	"Male"	"M"	2082731
	"1998"	"1998"	"10 years"	"10"	"Female"	"F"	1968787
	"1998"	"1998"	"10 years"	"10"	"Male"	"M"	2069654
	"1998"	"1998"	"11 years"	"11"	"Female"	"F"	1931562
	"1998"	"1998"	"11 years"	"11"	"Male"	"M"	2026514
	"1998"	"1998"	"12 years"	"12"	"Female"	"F"	1939101
	"1998"	"1998"	"12 years"	"12"	"Male"	"M"	2037998
	"1998"	"1998"	"13 years"	"13"	"Female"	"F"	1937137
	"1998"	"1998"	"13 years"	"13"	"Male"	"M"	2033190
	"1998"	"1998"	"14 years"	"14"	"Female"	"F"	1890275
	"1998"	"1998"	"14 years"	"14"	"Male"	"M"	1990963
	"1998"	"1998"	"15 years"	"15"	"Female"	"F"	1944188
	"1998"	"1998"	"15 years"	"15"	"Male"	"M"	2058349
	"1998"	"1998"	"16 years"	"16"	"Female"	"F"	1941225
	"1998"	"1998"	"16 years"	"16"	"Male"	"M"	2064535
	"1998"	"1998"	"17 years"	"17"	"Female"	"F"	1903658
	"1998"	"1998"	"17 years"	"17"	"Male"	"M"	2039019
	"1998"	"1998"	"18 years"	"18"	"Female"	"F"	1936778
	"1998"	"1998"	"18 years"	"18"	"Male"	"M"	2040098
	"1998"	"1998"	"19 years"	"19"	"Female"	"F"	1915146
	"1998"	"1998"	"19 years"	"19"	"Male"	"M"	1996736
	"1998"	"1998"	"20 years"	"20"	"Female"	"F"	1859281
	"1998"	"1998"	"20 years"	"20"	"Male"	"M"	1948219
	"1998"	"1998"	"21 years"	"21"	"Female"	"F"	1818475
	"1998"	"1998"	"21 years"	"21"	"Male"	"M"	1901493
	"1998"	"1998"	"22 years"	"22"	"Female"	"F"	1725436
	"1998"	"1998"	"22 years"	"22"	"Male"	"M"	1801726
	"1998"	"1998"	"23 years"	"23"	"Female"	"F"	1752661
	"1998"	"1998"	"23 years"	"23"	"Male"	"M"	1819294
	"1998"	"1998"	"24 years"	"24"	"Female"	"F"	1745362
	"1998"	"1998"	"24 years"	"24"	"Male"	"M"	1795156
	"1998"	"1998"	"25 years"	"25"	"Female"	"F"	1822893
	"1998"	"1998"	"25 years"	"25"	"Male"	"M"	1871853
	"1998"	"1998"	"26 years"	"26"	"Female"	"F"	1901814
	"1998"	"1998"	"26 years"	"26"	"Male"	"M"	1929943
	"1998"	"1998"	"27 years"	"27"	"Female"	"F"	2072411
	"1998"	"1998"	"27 years"	"27"	"Male"	"M"	2089680
	"1998"	"1998"	"28 years"	"28"	"Female"	"F"	2025637
	"1998"	"1998"	"28 years"	"28"	"Male"	"M"	2052868
	"1998"	"1998"	"29 years"	"29"	"Female"	"F"	2004603
	"1998"	"1998"	"29 years"	"29"	"Male"	"M"	2031942
	"1998"	"1998"	"30 years"	"30"	"Female"	"F"	2017837
	"1998"	"1998"	"30 years"	"30"	"Male"	"M"	2057443
	"1998"	"1998"	"31 years"	"31"	"Female"	"F"	1984295
	"1998"	"1998"	"31 years"	"31"	"Male"	"M"	1996945
	"1998"	"1998"	"32 years"	"32"	"Female"	"F"	2051963
	"1998"	"1998"	"32 years"	"32"	"Male"	"M"	2061221
	"1998"	"1998"	"33 years"	"33"	"Female"	"F"	2140397
	"1998"	"1998"	"33 years"	"33"	"Male"	"M"	2142423
	"1998"	"1998"	"34 years"	"34"	"Female"	"F"	2244668
	"1998"	"1998"	"34 years"	"34"	"Male"	"M"	2255676
	"1998"	"1998"	"35 years"	"35"	"Female"	"F"	2317740
	"1998"	"1998"	"35 years"	"35"	"Male"	"M"	2333529
	"1998"	"1998"	"36 years"	"36"	"Female"	"F"	2309027
	"1998"	"1998"	"36 years"	"36"	"Male"	"M"	2292417
	"1998"	"1998"	"37 years"	"37"	"Female"	"F"	2302365
	"1998"	"1998"	"37 years"	"37"	"Male"	"M"	2280708
	"1998"	"1998"	"38 years"	"38"	"Female"	"F"	2271533
	"1998"	"1998"	"38 years"	"38"	"Male"	"M"	2252275
	"1998"	"1998"	"39 years"	"39"	"Female"	"F"	2298743
	"1998"	"1998"	"39 years"	"39"	"Male"	"M"	2267860
	"1998"	"1998"	"40 years"	"40"	"Female"	"F"	2337274
	"1998"	"1998"	"40 years"	"40"	"Male"	"M"	2321393
	"1998"	"1998"	"41 years"	"41"	"Female"	"F"	2241259
	"1998"	"1998"	"41 years"	"41"	"Male"	"M"	2200774
	"1998"	"1998"	"42 years"	"42"	"Female"	"F"	2185455
	"1998"	"1998"	"42 years"	"42"	"Male"	"M"	2139061
	"1998"	"1998"	"43 years"	"43"	"Female"	"F"	2152069
	"1998"	"1998"	"43 years"	"43"	"Male"	"M"	2095228
	"1998"	"1998"	"44 years"	"44"	"Female"	"F"	2101309
	"1998"	"1998"	"44 years"	"44"	"Male"	"M"	2048335
	"1998"	"1998"	"45 years"	"45"	"Female"	"F"	2080151
	"1998"	"1998"	"45 years"	"45"	"Male"	"M"	2030794
	"1998"	"1998"	"46 years"	"46"	"Female"	"F"	1983049
	"1998"	"1998"	"46 years"	"46"	"Male"	"M"	1916364
	"1998"	"1998"	"47 years"	"47"	"Female"	"F"	1914643
	"1998"	"1998"	"47 years"	"47"	"Male"	"M"	1844953
	"1998"	"1998"	"48 years"	"48"	"Female"	"F"	1861204
	"1998"	"1998"	"48 years"	"48"	"Male"	"M"	1794781
	"1998"	"1998"	"49 years"	"49"	"Female"	"F"	1881129
	"1998"	"1998"	"49 years"	"49"	"Male"	"M"	1807095
	"1998"	"1998"	"50 years"	"50"	"Female"	"F"	1901915
	"1998"	"1998"	"50 years"	"50"	"Male"	"M"	1835184
	"1998"	"1998"	"51 years"	"51"	"Female"	"F"	1958089
	"1998"	"1998"	"51 years"	"51"	"Male"	"M"	1884736
	"1998"	"1998"	"52 years"	"52"	"Female"	"F"	1437502
	"1998"	"1998"	"52 years"	"52"	"Male"	"M"	1370356
	"1998"	"1998"	"53 years"	"53"	"Female"	"F"	1457782
	"1998"	"1998"	"53 years"	"53"	"Male"	"M"	1382385
	"1998"	"1998"	"54 years"	"54"	"Female"	"F"	1483227
	"1998"	"1998"	"54 years"	"54"	"Male"	"M"	1406518
	"1998"	"1998"	"55 years"	"55"	"Female"	"F"	1536876
	"1998"	"1998"	"55 years"	"55"	"Male"	"M"	1457739
	"1998"	"1998"	"56 years"	"56"	"Female"	"F"	1326352
	"1998"	"1998"	"56 years"	"56"	"Male"	"M"	1242062
	"1998"	"1998"	"57 years"	"57"	"Female"	"F"	1262860
	"1998"	"1998"	"57 years"	"57"	"Male"	"M"	1172377
	"1998"	"1998"	"58 years"	"58"	"Female"	"F"	1196189
	"1998"	"1998"	"58 years"	"58"	"Male"	"M"	1107535
	"1998"	"1998"	"59 years"	"59"	"Female"	"F"	1191198
	"1998"	"1998"	"59 years"	"59"	"Male"	"M"	1096259
	"1998"	"1998"	"60 years"	"60"	"Female"	"F"	1184452
	"1998"	"1998"	"60 years"	"60"	"Male"	"M"	1084697
	"1998"	"1998"	"61 years"	"61"	"Female"	"F"	1082084
	"1998"	"1998"	"61 years"	"61"	"Male"	"M"	985378
	"1998"	"1998"	"62 years"	"62"	"Female"	"F"	1082487
	"1998"	"1998"	"62 years"	"62"	"Male"	"M"	977483
	"1998"	"1998"	"63 years"	"63"	"Female"	"F"	1096670
	"1998"	"1998"	"63 years"	"63"	"Male"	"M"	984781
	"1998"	"1998"	"64 years"	"64"	"Female"	"F"	1030679
	"1998"	"1998"	"64 years"	"64"	"Male"	"M"	912797
	"1998"	"1998"	"65 years"	"65"	"Female"	"F"	1030438
	"1998"	"1998"	"65 years"	"65"	"Male"	"M"	897969
	"1998"	"1998"	"66 years"	"66"	"Female"	"F"	1035579
	"1998"	"1998"	"66 years"	"66"	"Male"	"M"	884899
	"1998"	"1998"	"67 years"	"67"	"Female"	"F"	1084368
	"1998"	"1998"	"67 years"	"67"	"Male"	"M"	921145
	"1998"	"1998"	"68 years"	"68"	"Female"	"F"	1043899
	"1998"	"1998"	"68 years"	"68"	"Male"	"M"	890066
	"1998"	"1998"	"69 years"	"69"	"Female"	"F"	1034030
	"1998"	"1998"	"69 years"	"69"	"Male"	"M"	854872
	"1998"	"1998"	"70 years"	"70"	"Female"	"F"	1066850
	"1998"	"1998"	"70 years"	"70"	"Male"	"M"	855654
	"1998"	"1998"	"71 years"	"71"	"Female"	"F"	1002447
	"1998"	"1998"	"71 years"	"71"	"Male"	"M"	793745
	"1998"	"1998"	"72 years"	"72"	"Female"	"F"	980145
	"1998"	"1998"	"72 years"	"72"	"Male"	"M"	757313
	"1998"	"1998"	"73 years"	"73"	"Female"	"F"	988427
	"1998"	"1998"	"73 years"	"73"	"Male"	"M"	756018
	"1998"	"1998"	"74 years"	"74"	"Female"	"F"	970773
	"1998"	"1998"	"74 years"	"74"	"Male"	"M"	721610
	"1998"	"1998"	"75 years"	"75"	"Female"	"F"	934743
	"1998"	"1998"	"75 years"	"75"	"Male"	"M"	678287
	"1998"	"1998"	"76 years"	"76"	"Female"	"F"	920701
	"1998"	"1998"	"76 years"	"76"	"Male"	"M"	655759
	"1998"	"1998"	"77 years"	"77"	"Female"	"F"	871483
	"1998"	"1998"	"77 years"	"77"	"Male"	"M"	609734
	"1998"	"1998"	"78 years"	"78"	"Female"	"F"	796223
	"1998"	"1998"	"78 years"	"78"	"Male"	"M"	533271
	"1998"	"1998"	"79 years"	"79"	"Female"	"F"	748035
	"1998"	"1998"	"79 years"	"79"	"Male"	"M"	479882
	"1998"	"1998"	"80 years"	"80"	"Female"	"F"	711873
	"1998"	"1998"	"80 years"	"80"	"Male"	"M"	441303
	"1998"	"1998"	"81 years"	"81"	"Female"	"F"	642539
	"1998"	"1998"	"81 years"	"81"	"Male"	"M"	387056
	"1998"	"1998"	"82 years"	"82"	"Female"	"F"	605723
	"1998"	"1998"	"82 years"	"82"	"Male"	"M"	354111
	"1998"	"1998"	"83 years"	"83"	"Female"	"F"	563744
	"1998"	"1998"	"83 years"	"83"	"Male"	"M"	306777
	"1998"	"1998"	"84 years"	"84"	"Female"	"F"	511102
	"1998"	"1998"	"84 years"	"84"	"Male"	"M"	264031
	"1998"	"1998"	"85+ years"	"85+"	"Female"	"F"	2885710
	"1998"	"1998"	"85+ years"	"85+"	"Male"	"M"	1146825
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	1852123
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	1943639
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	1849170
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	1935918
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	1849556
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	1933079
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	1868553
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	1956253
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	1926335
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	2020918
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	1950892
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	2048870
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	1970698
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	2071922
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	2034495
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	2128808
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	2034953
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	2135753
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	2061580
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	2168489
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	2021562
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	2127091
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	1969839
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	2066343
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	1956197
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	2053713
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	1952202
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	2051405
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	1955864
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	2059148
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	1913334
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	2025818
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	1948049
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	2072256
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	1947136
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	2084088
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	1942583
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	2047260
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	2010467
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	2093611
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	1915294
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	2010201
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	1838440
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	1924961
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	1807150
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	1887040
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	1744637
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	1817832
	"1999"	"1999"	"24 years"	"24"	"Female"	"F"	1793094
	"1999"	"1999"	"24 years"	"24"	"Male"	"M"	1852780
	"1999"	"1999"	"25 years"	"25"	"Female"	"F"	1800091
	"1999"	"1999"	"25 years"	"25"	"Male"	"M"	1857316
	"1999"	"1999"	"26 years"	"26"	"Female"	"F"	1814511
	"1999"	"1999"	"26 years"	"26"	"Male"	"M"	1851717
	"1999"	"1999"	"27 years"	"27"	"Female"	"F"	1949822
	"1999"	"1999"	"27 years"	"27"	"Male"	"M"	1985242
	"1999"	"1999"	"28 years"	"28"	"Female"	"F"	2060374
	"1999"	"1999"	"28 years"	"28"	"Male"	"M"	2086110
	"1999"	"1999"	"29 years"	"29"	"Female"	"F"	2071169
	"1999"	"1999"	"29 years"	"29"	"Male"	"M"	2098705
	"1999"	"1999"	"30 years"	"30"	"Female"	"F"	2064871
	"1999"	"1999"	"30 years"	"30"	"Male"	"M"	2116341
	"1999"	"1999"	"31 years"	"31"	"Female"	"F"	1957054
	"1999"	"1999"	"31 years"	"31"	"Male"	"M"	1979133
	"1999"	"1999"	"32 years"	"32"	"Female"	"F"	2014551
	"1999"	"1999"	"32 years"	"32"	"Male"	"M"	2029406
	"1999"	"1999"	"33 years"	"33"	"Female"	"F"	2036474
	"1999"	"1999"	"33 years"	"33"	"Male"	"M"	2043243
	"1999"	"1999"	"34 years"	"34"	"Female"	"F"	2176173
	"1999"	"1999"	"34 years"	"34"	"Male"	"M"	2186103
	"1999"	"1999"	"35 years"	"35"	"Female"	"F"	2293916
	"1999"	"1999"	"35 years"	"35"	"Male"	"M"	2311702
	"1999"	"1999"	"36 years"	"36"	"Female"	"F"	2281275
	"1999"	"1999"	"36 years"	"36"	"Male"	"M"	2262286
	"1999"	"1999"	"37 years"	"37"	"Female"	"F"	2298941
	"1999"	"1999"	"37 years"	"37"	"Male"	"M"	2283851
	"1999"	"1999"	"38 years"	"38"	"Female"	"F"	2276449
	"1999"	"1999"	"38 years"	"38"	"Male"	"M"	2253560
	"1999"	"1999"	"39 years"	"39"	"Female"	"F"	2323573
	"1999"	"1999"	"39 years"	"39"	"Male"	"M"	2296996
	"1999"	"1999"	"40 years"	"40"	"Female"	"F"	2341168
	"1999"	"1999"	"40 years"	"40"	"Male"	"M"	2326357
